model,accession,phage,metadata,host,taxonomic_level,host_reasoning,host_confidence,host_source,host_found,thermal_range,temperature,thermal_reasoning,thermal_confidence,thermal_source,thermal_found,inference_type,paper_dir,host_paper_dir,host_paper,thermal_paper,duration,decision,nodes,timings,JSONDecodeError
ibm/granite4.1:8b,ABI36835,Geobacillus virus E2,"{""uid"": ""113715686"", ""accession"": ""ABI36835"", ""title"": ""hypothetical protein [Geobacillus virus E2]"", ""organism"": ""Geobacillus virus E2"", ""taxonId"": 447909, ""sequence_length"": 268, ""create_date"": ""2007/06/01"", ""update_date"": ""2008/08/18"", ""dbsource"": ""insd"", ""extra"": ""gi|113715686|gb|ABI36835.1|"", ""host"": ""Geobacillus"", ""country"": ""China"", ""isolation_source"": ""deep-sea hydrothermal field""}",,,,,,False,thermophile,,"The metadata specifies an 'isolation_source' of 'deep-sea hydrothermal field', which is a high-temperature environment associated with geothermal activity. This strongly implies that the bacteriophage (Geobacillus virus E2) and its host organism (Geobacillus) are adapted to high temperatures, classifying them as thermophiles.",,metadata,True,inferred,data/accessions/ABI36835/library/accession_lit,,,,4.42,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 4.42}",False
ibm/granite4.1:8b,NP_835728,Rhodothermus phage RM378,"{""uid"": ""30044131"", ""accession"": ""NP_835728"", ""title"": ""similar to major head protein [Rhodothermus phage RM378]"", ""organism"": ""Rhodothermus phage RM378"", ""taxonId"": 148943, ""sequence_length"": 523, ""create_date"": ""2003/04/22"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|30044131|gnl|REF_NCBI_MICRO|phiN315_141|ref|NP_835728.1|"", ""host"": ""Rhodothermus marinus"", ""old_name"": ""Bacteriophage RM 378""}",,,,,,False,thermophile,"up to 65 °C (optimal), lost viability above this temperature","The paper explicitly states that the phage RM378 'showed a virulent behavior... The titer remained stable up to 65 °C but the phage lost viability when incubated at higher temperatures. Heating for 30 min at 96 °C lowered the titer by 10^4.' This indicates an optimal growth temperature above 45°C, consistent with thermophilic characteristics.",high,literature,True,explicit,data/accessions/NP_835728/library/accession_lit,,,24318108.txt,21.89,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 4.67, ""CreateAccessionLibrary"": 10.58, ""ClassifyThermalLiterature"": 6.64}",False
ibm/granite4.1:8b,NP_835725,Rhodothermus phage RM378,"{""uid"": ""30044128"", ""accession"": ""NP_835725"", ""title"": ""ATPase [Rhodothermus phage RM378]"", ""organism"": ""Rhodothermus phage RM378"", ""taxonId"": 148943, ""sequence_length"": 381, ""create_date"": ""2003/04/22"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|30044128|gnl|REF_NCBI_MICRO|phiN315_138|ref|NP_835725.1|"", ""host"": ""Rhodothermus marinus"", ""old_name"": ""Bacteriophage RM 378""}",,,,,,False,thermophile,"up to 65 °C (optimal), lost viability above this temperature","The paper explicitly states that the phage RM378 'showed a virulent behavior... The titer remained stable up to 65 °C but the phage lost viability when incubated at higher temperatures. Heating for 30 min at 96 °C lowered the titer by 10^4.' This indicates an optimal growth temperature above 45°C, consistent with thermophilic characteristics.",high,literature,True,explicit,data/accessions/NP_835725/library/accession_lit,,,24318108.txt,25.25,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 5.29, ""CreateAccessionLibrary"": 13.29, ""ClassifyThermalLiterature"": 6.67}",False
ibm/granite4.1:8b,YP_001210360,Acidianus bottle-shaped virus,"{""uid"": ""146411867"", ""accession"": ""YP_001210360"", ""title"": ""hypothetical protein ABV_gp56 [Acidianus bottle-shaped virus]"", ""organism"": ""Acidianus bottle-shaped virus"", ""taxonId"": 437444, ""sequence_length"": 133, ""create_date"": ""2007/05/11"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|146411867|ref|YP_001210360.1|"", ""host"": ""Acidianus convivator"", ""country"": ""Italy: Pozzuoli"", ""isolation_source"": ""hot acidic (93degC, pH1.5) spring""}",,,,,,False,thermophile,,"The metadata contains an 'isolation_source' field stating 'hot acidic (93degC, pH1.5) spring'. This directly indicates the bacteriophage was isolated from a hot spring environment at 93°C, which is characteristic of thermophilic organisms that thrive at high temperatures. Therefore, the thermal range can be explicitly identified as thermophile.",,metadata,True,explicit,data/accessions/YP_001210360/library/accession_lit,,,,4.93,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 4.93}",False
ibm/granite4.1:8b,YP_015542,Pyrobaculum spherical virus,"{""uid"": ""47131176"", ""accession"": ""YP_015542"", ""title"": ""hypothetical protein PyrSV_gp21 [Pyrobaculum spherical virus]"", ""organism"": ""Pyrobaculum spherical virus"", ""taxonId"": 270161, ""sequence_length"": 316, ""create_date"": ""2004/05/12"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|47131176|ref|YP_015542.1|"", ""host"": ""Thermoproteus tenax""}",,,,,,False,thermophile,> 45°C,"The paper explicitly states that the Pyrobaculum spherical virus (PSV) infects 'anaerobic hyperthermophilic archaea of the genera Pyrobaculum and Thermoproteus.' The term 'hyperthermophilic' directly indicates a thermal preference for high temperatures, which aligns with the definition of a thermophile (>45°C). No other temperature information is provided.",high,literature,True,explicit,data/accessions/YP_015542/library/accession_lit,,,15193919.txt,14.01,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 4.54, ""CreateAccessionLibrary"": 3.33, ""ClassifyThermalLiterature"": 6.14}",False
ibm/granite4.1:8b,YP_001468067,Thermus phage P74-26,"{""uid"": ""157265509"", ""accession"": ""YP_001468067"", ""title"": ""lectin-like sugar binding domain [Thermus phage P74-26]"", ""organism"": ""Thermus phage P74-26"", ""taxonId"": 2914007, ""sequence_length"": 227, ""create_date"": ""2007/09/14"", ""update_date"": ""2023/01/11"", ""dbsource"": ""refseq"", ""extra"": ""gi|157265509|ref|YP_001468067.1|"", ""host"": ""Thermus thermophilus""}",Thermus thermophilus,species,"The metadata contains a key-value pair 'host': 'Thermus thermophilus', which directly states the host organism. This is an explicit mention of the host species, satisfying the requirement to extract it verbatim.",,metadata,True,thermophile,">45°C (optimal growth temperature of Thermus thermophilus is >45°C; specifically, strain ET-1 has an optimum of 80 °C)","The paper explicitly states that the optimal growth temperature for Thermus thermophilus is >45°C, specifically mentioning an optimum of 80 °C and pH 8 for strain ET-1. Additionally, the enzymatic activity assays show maximal activity at temperatures ranging from 60 °C to 80 °C, further confirming its thermophilic nature.",high,host_literature,True,explicit,data/accessions/YP_001468067/library/accession_lit,data/accessions/YP_001468067/library/host_lit,,PMC12898461.1.txt,155.79000000000002,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature"", ""ClassifyHostMetadata"", ""CreateHostLibrary"", ""ClassifyThermalRangeHostLiterature""]","{""ClassifyThermalMetadata"": 5.99, ""CreateAccessionLibrary"": 5.21, ""ClassifyThermalLiterature"": 0.01, ""ClassifyHostMetadata"": 3.76, ""ClassifyThermalRangeHostLiterature"": 85.43}",False
ibm/granite4.1:8b,YP_009509140,Thermoproteus tenax virus 1,"{""uid"": ""1464311425"", ""accession"": ""YP_009509140"", ""title"": ""hypothetical protein D1T48_gp24 [Thermoproteus tenax virus 1]"", ""organism"": ""Thermoproteus tenax virus 1"", ""taxonId"": 10479, ""sequence_length"": 232, ""create_date"": ""2018/08/24"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|1464311425|ref|YP_009509140.1|"", ""strain"": ""KRA1""}",,,,,,False,thermophile,,"The paper explicitly states that TTV1 is a virus of the thermophilic archaebacterium Thermoproteus tenax strain Kra1. The term 'thermophilic' directly indicates that the organism (and by extension, its associated virus) thrives at elevated temperatures, placing it in the thermophile category.",high,literature,True,explicit,data/accessions/YP_009509140/library/accession_lit,,,2505050.txt,15.31,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 6.0, ""CreateAccessionLibrary"": 3.82, ""ClassifyThermalLiterature"": 5.49}",False
ibm/granite4.1:8b,YP_009509134,Thermoproteus tenax virus 1,"{""uid"": ""1464311419"", ""accession"": ""YP_009509134"", ""title"": ""hypothetical protein D1T48_gp18 [Thermoproteus tenax virus 1]"", ""organism"": ""Thermoproteus tenax virus 1"", ""taxonId"": 10479, ""sequence_length"": 143, ""create_date"": ""2018/08/24"", ""update_date"": ""2023/01/07"", ""dbsource"": ""refseq"", ""extra"": ""gi|1464311419|ref|YP_009509134.1|"", ""strain"": ""KRA1""}",,,,,,False,thermophile,,"The paper explicitly states that TTV1 is a virus of the thermophilic archaebacterium Thermoproteus tenax strain Kra1. The term 'thermophilic' directly indicates that the organism (and by extension, its associated virus) thrives at elevated temperatures, placing it in the thermophile category.",high,literature,True,explicit,data/accessions/YP_009509134/library/accession_lit,,,2505050.txt,15.459999999999999,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 6.18, ""CreateAccessionLibrary"": 3.77, ""ClassifyThermalLiterature"": 5.51}",False
ibm/granite4.1:8b,XJP07760,Pseudoalteromonas phage vB_Psp_PY6,"{""uid"": ""2843361417"", ""accession"": ""XJP07760"", ""title"": ""terminase large subunit [Pseudoalteromonas phage vB_Psp_PY6]"", ""organism"": ""Pseudoalteromonas phage vB_Psp_PY6"", ""taxonId"": 3374930, ""sequence_length"": 660, ""create_date"": ""2025/05/15"", ""update_date"": ""2025/05/15"", ""dbsource"": ""insd"", ""extra"": ""gi|2843361417|gb|XJP07760.1|"", ""host"": ""Pseudoalteromonas sp. YM19"", ""isolation_source"": ""seawater"", ""collection_date"": ""2023""}",,,,,,False,mesophile,,"The metadata specifies the 'isolation_source' as 'seawater'. Seawater environments are typically considered mesophilic for many marine phages, implying a moderate temperature range suitable for growth. No explicit temperature data is provided, but the context of seawater strongly suggests a mesophilic thermal preference.",,metadata,True,inferred,data/accessions/XJP07760/library/accession_lit,,,,4.61,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 4.61}",False
ibm/granite4.1:8b,WMT83805,Pseudoalteromonas phage proACA1-A,"{""uid"": ""2574021459"", ""accession"": ""WMT83805"", ""title"": ""integrase [Pseudoalteromonas phage proACA1-A]"", ""organism"": ""Pseudoalteromonas phage proACA1-A"", ""taxonId"": 3073886, ""sequence_length"": 357, ""create_date"": ""2023/09/11"", ""update_date"": ""2023/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2574021459|gb|WMT83805.1|"", ""host"": ""Pseudoalteromonas elyakovii HL-AS1"", ""isolation_source"": ""arctic sediment"", ""lat_lon"": ""73.640000 N 166.510000 W""}",,,,,,False,psychrophile,,"The metadata includes 'isolation_source': 'arctic sediment' and 'lat_lon': '73.640000 N 166.510000 W', indicating the phage was isolated from an Arctic location (high latitude, cold environment). According to the thermal mapping rules, environments such as Arctic regions are associated with psychrophiles (cold-adapted organisms). Therefore, the thermal range can be explicitly inferred as psychrophile based on the isolation source and geographic context.",,metadata,True,explicit,data/accessions/WMT83805/library/accession_lit,,,,5.24,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 5.24}",False
ibm/granite4.1:8b,YP_009790355,Shewanella phage SppYZU05,"{""uid"": ""1842002771"", ""accession"": ""YP_009790355"", ""title"": ""tail fiber protein [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 746, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002771|ref|YP_009790355.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The metadata provides an 'isolation_source' of 'sewage'. Sewage environments are typically associated with mesophilic conditions, as they are moderate-temperature settings often found in human-associated or urban contexts. No explicit temperature data is given, but the context of sewage strongly suggests a mesophilic thermal preference for both the phage and its host organism (Shewanella putrefaciens).",,metadata,True,inferred,data/accessions/YP_009790355/library/accession_lit,,,,4.78,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 4.78}",False
ibm/granite4.1:8b,YP_006489335,Colwellia phage 9A,"{""uid"": ""392973378"", ""accession"": ""YP_006489335"", ""title"": ""hypothetical protein COPG_00149, partial [Colwellia phage 9A]"", ""organism"": ""Colwellia phage 9A"", ""taxonId"": 765765, ""sequence_length"": 99, ""create_date"": ""2012/06/27"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|392973378|gnl|REF_CAMERA-phage|COPG_00149T0|ref|YP_006489335.1|"", ""strain"": ""9A"", ""lab_host"": ""Colwellia psychrerythaea strain 34H"", ""collection_date"": ""10-Dec-2002""}",,,,,,False,psychrophile,,"The metadata indicates the phage was isolated from 'Colwellia psychrerythaea strain 34H', which is a cold-adapted bacterium typically found in polar or deep-sea environments. The host organism, Colwellia psychrerythaea, is known to thrive at low temperatures (psychrophilic). Although the metadata does not explicitly state temperature conditions, the isolation source and host environment strongly imply that the phage has a psychrophilic thermal preference.",,metadata,True,inferred,data/accessions/YP_006489335/library/accession_lit,,,,5.38,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 5.38}",False
ibm/granite4.1:8b,YP_009209738,Polaribacter phage P12002L,"{""uid"": ""971756086"", ""accession"": ""YP_009209738"", ""title"": ""hypothetical protein AVT43_gp78 [Polaribacter phage P12002L]"", ""organism"": ""Polaribacter phage P12002L"", ""taxonId"": 1647386, ""sequence_length"": 109, ""create_date"": ""2016/01/05"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|971756086|gnl|REF_P12002L|P12002L_0078|ref|YP_009209738.1|"", ""old_name"": ""Polaribacter bacteriophage P12002L"", ""country"": ""South Korea"", ""isolation_source"": ""seawater""}",,,,,,False,psychrophile,,"The metadata specifies an 'isolation_source' of 'seawater' and a 'country' of 'South Korea'. The term 'Polaribacter' in the organism name, combined with seawater isolation from South Korea, strongly suggests collection from a cold marine environment (likely polar or Arctic-associated). This aligns with psychrophile characteristics (organisms thriving in cold environments such as Arctic ice, deep sea, or permafrost). No explicit temperature data is provided, but the environmental context allows inference of a psychrophilic thermal preference.",,metadata,True,inferred,data/accessions/YP_009209738/library/accession_lit,,,,5.81,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 5.81}",False
ibm/granite4.1:8b,WMT83702,Pseudoalteromonas phage ACA1,"{""uid"": ""2574021352"", ""accession"": ""WMT83702"", ""title"": ""integrase [Pseudoalteromonas phage ACA1]"", ""organism"": ""Pseudoalteromonas phage ACA1"", ""taxonId"": 3073884, ""sequence_length"": 357, ""create_date"": ""2023/09/11"", ""update_date"": ""2023/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2574021352|gb|WMT83702.1|"", ""host"": ""Pseudoalteromonas elyakovii HL-AS1"", ""isolation_source"": ""arctic sediment"", ""lat_lon"": ""74.300000 N 167.650000 W""}",,,,,,False,psychrophile,,"The metadata includes 'isolation_source': 'arctic sediment' and 'lat_lon': '74.300000 N 167.650000 W', indicating the phage was isolated from an Arctic location (high latitude, cold environment). According to the thermal mapping rules, environments such as Arctic regions are associated with psychrophiles (cold-adapted organisms). Therefore, the thermal range is explicitly inferred as psychrophile based on the isolation source and geographic context.",,metadata,True,explicit,data/accessions/WMT83702/library/accession_lit,,,,5.24,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 5.24}",False
ibm/granite4.1:8b,WMT83700,Pseudoalteromonas phage ACA1,"{""uid"": ""2574021350"", ""accession"": ""WMT83700"", ""title"": ""cell puncturing device [Pseudoalteromonas phage ACA1]"", ""organism"": ""Pseudoalteromonas phage ACA1"", ""taxonId"": 3073884, ""sequence_length"": 317, ""create_date"": ""2023/09/11"", ""update_date"": ""2023/09/11"", ""dbsource"": ""insd"", ""extra"": ""gi|2574021350|gb|WMT83700.1|"", ""host"": ""Pseudoalteromonas elyakovii HL-AS1"", ""isolation_source"": ""arctic sediment"", ""lat_lon"": ""74.300000 N 167.650000 W""}",,,,,,False,psychrophile,,"The metadata includes 'isolation_source': 'arctic sediment' and 'lat_lon': '74.300000 N 167.650000 W', indicating the phage was isolated from an Arctic location (high latitude, cold environment). According to the thermal mapping rules, psychrophiles are organisms adapted to cold environments such as the Arctic, deep sea, polar regions, ice, or permafrost. Therefore, the isolation source directly implies a psychrophilic nature.",,metadata,True,explicit,data/accessions/WMT83700/library/accession_lit,,,,5.21,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 5.21}",False
ibm/granite4.1:8b,YP_009790354,Shewanella phage SppYZU05,"{""uid"": ""1842002770"", ""accession"": ""YP_009790354"", ""title"": ""hypothetical protein HOR75_gp68 [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 134, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002770|ref|YP_009790354.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The metadata provides an 'isolation_source' of 'sewage'. Sewage environments are typically associated with mesophilic conditions, as they are moderate-temperature settings often found in human-associated or urban contexts. No explicit temperature data is given, but the context of sewage strongly suggests a mesophilic thermal preference for both the phage and its host organism (Shewanella putrefaciens).",,metadata,True,inferred,data/accessions/YP_009790354/library/accession_lit,,,,4.77,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 4.77}",False
ibm/granite4.1:8b,YP_009790351,Shewanella phage SppYZU05,"{""uid"": ""1842002767"", ""accession"": ""YP_009790351"", ""title"": ""endolysin [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 122, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002767|ref|YP_009790351.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The metadata provides an 'isolation_source' of 'sewage'. Sewage environments are typically associated with mesophilic conditions, as they are moderate-temperature settings often found in human-associated or urban contexts. No explicit temperature data is given, but the context of sewage strongly suggests a mesophilic thermal preference for both the phage and its host organism (Shewanella putrefaciens).",,metadata,True,inferred,data/accessions/YP_009790351/library/accession_lit,,,,4.74,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 4.74}",False
ibm/granite4.1:8b,YP_009790347,Shewanella phage SppYZU05,"{""uid"": ""1842002763"", ""accession"": ""YP_009790347"", ""title"": ""RNA polymerase [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 527, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002763|ref|YP_009790347.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The metadata provides an 'isolation_source' of 'sewage'. Sewage environments are typically associated with mesophilic conditions, as they are moderate-temperature settings often found in human-associated or urban contexts. No explicit temperature data is given, but the context of sewage strongly suggests a mesophilic thermal preference for both the phage and its host organism (Shewanella putrefaciens).",,metadata,True,inferred,data/accessions/YP_009790347/library/accession_lit,,,,4.74,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 4.74}",False
ibm/granite4.1:8b,YP_009790336,Shewanella phage SppYZU05,"{""uid"": ""1842002752"", ""accession"": ""YP_009790336"", ""title"": ""GTP binding protein [Shewanella phage SppYZU05]"", ""organism"": ""Shewanella phage SppYZU05"", ""taxonId"": 1970795, ""sequence_length"": 142, ""create_date"": ""2020/05/15"", ""update_date"": ""2023/01/09"", ""dbsource"": ""refseq"", ""extra"": ""gi|1842002752|ref|YP_009790336.1|"", ""lab_host"": ""Shewanella putrefaciens"", ""isolation_source"": ""sewage""}",,,,,,False,mesophile,,"The metadata provides an 'isolation_source' of 'sewage'. Sewage environments are typically associated with mesophilic conditions, as they are moderate-temperature settings often found in human-associated or urban contexts. No explicit temperature data is given, but the context of sewage strongly suggests a mesophilic thermal preference for both the phage and its host organism (Shewanella putrefaciens).",,metadata,True,inferred,data/accessions/YP_009790336/library/accession_lit,,,,4.75,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 4.75}",False
ibm/granite4.1:8b,YP_009008887,Shewanella phage Spp001,"{""uid"": ""589892517"", ""accession"": ""YP_009008887"", ""title"": ""tail fiber protein [Shewanella phage Spp001]"", ""organism"": ""Shewanella phage Spp001"", ""taxonId"": 1445859, ""sequence_length"": 1190, ""create_date"": ""2014/03/04"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|589892517|ref|YP_009008887.1|"", ""host"": ""Shewanella putrefaciens"", ""old_name"": ""Shewanella putrefaciens bacteriophage Spp001""}",,,,,,False,mesophile,4–25 °C,"The paper states that the phage cocktail (SPMIX3-156) inhibited bacterial growth at both 25 °C and 4 °C. This directly indicates that the phages are active within a temperature range of 4–25 °C, which falls within the mesophilic range (15–45 °C). The relevant quote is: ""Bacterial growth in the catfish muscle juice inoculated with 104 colony-forming units (CFU)/mL of Shewanella strains was partially inhibited by 105 plaque-forming units (PFU)/mL of SPMIX3-156 at both 25 °C and 4 °C.""

Since the phage is explicitly shown to function effectively at these temperatures, we can confidently assign it a mesophilic thermal range.",high,literature,True,explicit,data/accessions/YP_009008887/library/accession_lit,,,30594742.txt,26.64,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 5.27, ""CreateAccessionLibrary"": 11.14, ""ClassifyThermalLiterature"": 10.23}",False
ibm/granite4.1:8b,YP_009008883,Shewanella phage Spp001,"{""uid"": ""589892513"", ""accession"": ""YP_009008883"", ""title"": ""endolysin [Shewanella phage Spp001]"", ""organism"": ""Shewanella phage Spp001"", ""taxonId"": 1445859, ""sequence_length"": 122, ""create_date"": ""2014/03/04"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|589892513|ref|YP_009008883.1|"", ""host"": ""Shewanella putrefaciens"", ""old_name"": ""Shewanella putrefaciens bacteriophage Spp001""}",,,,,,False,mesophile,4–25 °C,"The paper states that the phage cocktail (SPMIX3-156) inhibited bacterial growth at both 25 °C and 4 °C. This directly indicates that the phages are active within a temperature range of 4–25 °C, which falls within the mesophilic range (15–45 °C). The relevant quote is: ""Bacterial growth in the catfish muscle juice inoculated with 104 colony-forming units (CFU)/mL of Shewanella strains was partially inhibited by 105 plaque-forming units (PFU)/mL of SPMIX3-156 at both 25 °C and 4 °C.""

Since the phage is explicitly shown to function effectively at these temperatures, we can confidently assign it a mesophilic thermal range.",high,literature,True,explicit,data/accessions/YP_009008883/library/accession_lit,,,30594742.txt,27.53,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 5.76, ""CreateAccessionLibrary"": 11.6, ""ClassifyThermalLiterature"": 10.17}",False
ibm/granite4.1:8b,YP_009008872,Shewanella phage Spp001,"{""uid"": ""589892503"", ""accession"": ""YP_009008872"", ""title"": ""GTP binding protein [Shewanella phage Spp001]"", ""organism"": ""Shewanella phage Spp001"", ""taxonId"": 1445859, ""sequence_length"": 142, ""create_date"": ""2014/03/04"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|589892503|ref|YP_009008872.1|"", ""host"": ""Shewanella putrefaciens"", ""old_name"": ""Shewanella putrefaciens bacteriophage Spp001""}",,,,,,False,mesophile,4–25 °C,"The paper states that the phage cocktail (SPMIX3-156) inhibited bacterial growth at both 25 °C and 4 °C. This directly indicates that the phages are active within a temperature range of 4–25 °C, which falls within the mesophilic range (15–45 °C). The relevant quote is: ""Bacterial growth in the catfish muscle juice inoculated with 104 colony-forming units (CFU)/mL of Shewanella strains was partially inhibited by 105 plaque-forming units (PFU)/mL of SPMIX3-156 at both 25 °C and 4 °C.""

Since the phage is explicitly shown to function effectively at these temperatures, we can confidently assign it a mesophilic thermal range.",high,literature,True,explicit,data/accessions/YP_009008872/library/accession_lit,,,30594742.txt,28.769999999999996,end,"[""ClassifyThermalMetadata"", ""CreateAccessionLibrary"", ""ClassifyThermalLiterature""]","{""ClassifyThermalMetadata"": 4.82, ""CreateAccessionLibrary"": 13.76, ""ClassifyThermalLiterature"": 10.19}",False
ibm/granite4.1:8b,YP_006489330,Colwellia phage 9A,"{""uid"": ""392973373"", ""accession"": ""YP_006489330"", ""title"": ""hypothetical protein COPG_00144 [Colwellia phage 9A]"", ""organism"": ""Colwellia phage 9A"", ""taxonId"": 765765, ""sequence_length"": 81, ""create_date"": ""2012/06/27"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|392973373|gnl|REF_CAMERA-phage|COPG_00144T0|ref|YP_006489330.1|"", ""strain"": ""9A"", ""lab_host"": ""Colwellia psychrerythaea strain 34H"", ""collection_date"": ""10-Dec-2002""}",,,,,,False,mesophile,,"The metadata provides the lab_host as 'Colwellia psychrerythaea strain 34H'. The species name 'psychrerythaea' suggests a cold-adapted organism, typically found in polar or deep-sea environments. However, no explicit temperature range is given. The isolation source is not directly stated but can be inferred from the host being associated with a psychrophilic bacterium ('Colwellia psychrerythaea'), which implies mesophilic phage activity at moderate temperatures suitable for its cold-adapted host. Thus, we infer a mesophilic thermal range based on the environmental context of the host organism.",,metadata,True,inferred,data/accessions/YP_006489330/library/accession_lit,,,,6.91,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 6.91}",False
ibm/granite4.1:8b,YP_006489329,Colwellia phage 9A,"{""uid"": ""392973372"", ""accession"": ""YP_006489329"", ""title"": ""hypothetical protein COPG_00143 [Colwellia phage 9A]"", ""organism"": ""Colwellia phage 9A"", ""taxonId"": 765765, ""sequence_length"": 49, ""create_date"": ""2012/06/27"", ""update_date"": ""2023/01/08"", ""dbsource"": ""refseq"", ""extra"": ""gi|392973372|gnl|REF_CAMERA-phage|COPG_00143T0|ref|YP_006489329.1|"", ""strain"": ""9A"", ""lab_host"": ""Colwellia psychrerythaea strain 34H"", ""collection_date"": ""10-Dec-2002""}",,,,,,False,mesophile,,"The metadata provides the lab_host as 'Colwellia psychrerythaea strain 34H'. The species name 'psychrerythaea' suggests a cold-adapted organism, typically found in polar or deep-sea environments. However, no explicit temperature range is given. The isolation source is not directly stated but can be inferred from the host being associated with a psychrophilic bacterium ('Colwellia psychrerythaea'), which implies mesophilic phage activity at moderate temperatures suitable for its cold-adapted host. Thus, we infer a mesophilic thermal range based on the environmental context of the host organism.",,metadata,True,inferred,data/accessions/YP_006489329/library/accession_lit,,,,6.49,end,"[""ClassifyThermalMetadata""]","{""ClassifyThermalMetadata"": 6.49}",False
